20.27539844	84.01022713
20.8833172	83.92253061
21.50946324	83.93264944
22.15438306	84.07094011
22.81863956	84.32728379
23.50281251	84.63084867
24.20749907	84.86020881
24.9333143	84.99512653
25.6808917	85.086196
26.45088377	85.19750312
27.24396257	85.38976088
28.06082031	85.68320693
28.90216995	85.94966944
29.76874584	86.06434951
30.66130434	86.14530015
31.58062449	86.25323433
32.52750868	86.4151356
33.50278337	86.60402041
34.50729979	86.71870048
35.5419347	86.76254874
36.60759115	86.82326172
37.70519925	86.94131473
38.83571702	87.08972423
40.00013119	87.2280149
41.19945807	87.35281379
42.43474446	87.46412092
43.70706853	87.55519038
45.01754078	87.63614102
46.36730502	87.72721048
47.75753935	87.82502583
49.18945717	87.89923058
50.66430829	87.98355416
52.18337998	88.07125068
53.7479981	88.1353366
55.35952829	88.18593075
57.01937711	88.21966018
58.7289933	88.26350844
60.48986903	88.30735671
62.30354123	88.32422142
64.1715929	88.35457791
66.0956545	88.41529089
68.07740538	88.4321556
70.11857524	88.48207516
72.22094565	88.5569545
74.38635158	88.59742982
76.61668304	88.63453219
78.9138867	88.65139691
81.27996758	88.65476985
83.71699083	88.62441336
86.22708354	88.59068393
88.81243654	88.57044627
91.47530637	88.41529089
94.21801722	88.09823423
97.04296297	87.76093991
99.95260928	87.50796918
102.9494957	87.41352677
106.0362381	87.49785035
109.2155304	87.65975162
112.4901477	87.7912964
115.9342797	87.88748775
119.3368754	87.91946824
122.9149617	87.94645179
126.6003301	87.93296002
130.3961971	87.91946824
134.3058759	87.93296002
138.3327789	87.90597647
142.4804208	87.84863644
146.7524217	87.83851761
151.1525104	87.82502583
155.6845272	87.78117757
160.3524279	87.74070226
165.1602866	87.7204646
170.1122996	87.67324339
175.2127892	87.62939513
180.4662072	87.59229276
185.8771388	87.5484445
191.4503067	87.48098563
197.1905754	87.42027266
203.1029549	87.40678088
209.1926058	87.40678088
215.4648431	87.40678088
221.9251414	87.41015383
228.5791393	87.43713737
235.4326444	87.4708668
242.4916388	87.50796918
249.7622834	87.55181744
257.2509244	87.57880098
264.9640978	87.59903864
272.9085359	87.6192763
281.0911726	87.59903864
289.51915	87.62939513
298.199824	87.67324339
307.1407713	87.71709165
316.3497956	87.75082109
325.8349349	87.77443169
335.6044677	87.7912964
345.6669212	87.81490701
356.031078	87.8688741
366.705984	87.9675889
377.7009566	88.01615928
389.0255922	88.06113186
400.6897752	88.12521778
412.7036863	88.20616841
425.0778113	88.26688139
437.8229506	88.30061082
450.9502284	88.34445908
464.4711024	88.39842617
478.3973737	88.46251209
492.7411974	88.5333439
507.515093	88.60080276
522.7319554	88.69187222
538.4050662	88.78294169
554.5481049	88.90436764
571.1751616	89.0257936
588.3007486	89.11506416
605.9398133	89.20793253
624.1077514	89.27876433
642.8204201	89.34285025
662.0941521	89.37657968
681.9457699	89.45753032
702.3926001	89.5182433
723.4524892	89.55534567
745.1438185	89.71050106
767.4855205	89.93536393
790.4970954	90.13099464
814.1986281	90.31763082
838.6108056	90.47278621
863.7549352	90.59421216
889.652963	90.73587577
916.3274934	90.94162531
943.8018081	91.12376424
972.0998873	91.27554668
1001.24643	91.40371852
1031.266875	91.53189036
1062.187426	91.67355397
1094.03507	91.85231996
1126.837604	92.03783183
1160.623659	92.23008959
1195.422724	92.41222852
1231.265171	92.54040036
1268.182286	92.65170748
1306.206289	92.81360876
1345.370368	92.97213708
1385.708707	93.11042775
1427.256513	93.25209136
1470.05005	93.37351732
1514.126669	93.47807856
1559.524841	93.59275862
1606.284189	93.71081163
1654.445526	93.8254917
1704.050888	93.91656117
1755.143572	94.00763063
1807.768171	94.13580247
1861.970617	94.29770374
1917.798219	94.52031799
1975.299705	94.84412053
2030.022399	95.14219234
2091.0669	95.50599576
2150.095835	95.97509432
2210.163193	96.4234363
2278.946802	96.89999184
2349.685649	97.2962502
2420.136447	97.59644214
2492.699576	97.88314231
