* Measurement data measured by REW V5.20
* Source: /Users/mrs/Desktop/hbb.txt
* Format: Comma/Tab/Space delimited data
* Dated: Nov 28, 2022 8:20:26 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from /Users/mrs/Desktop/hbb.txt Format: Comma/Tab/Space delimited data 12 values loaded, 20 Hz to 20,000 Hz
* Measurement: hbb
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
2200.000000	105.923531	0
2240.000000	106.084259	0
2270.000000	106.201591	0
2300.000000	106.316032	0
2330.000000	106.427429	0
2360.000000	106.535454	0
2400.000000	106.672943	0
2430.000000	106.768814	0
2470.000000	106.880020	0
2500.000000	106.944824	0
2540.000000	107.003006	0
2580.000000	107.036163	0
2620.000000	107.054665	0
2650.000000	107.062607	0
2690.000000	107.067284	0
2720.000000	107.066879	0
2760.000000	107.061447	0
2800.000000	107.050636	0
2850.000000	107.029808	0
2900.000000	107.001144	0
2950.000000	106.964951	0
3000.000000	106.921532	0
3040.000000	106.881798	0
3070.000000	106.849182	0
3110.000000	106.802071	0
3150.000000	106.750961	0
3200.000000	106.681671	0
3250.000000	106.606674	0
3300.000000	106.526276	0
3350.000000	106.440765	0
3400.000000	106.350456	0
3450.000000	106.255646	0
3500.000000	106.156631	0
3550.000000	106.053726	0
3600.000000	105.947227	0
3650.000000	105.837433	0
3700.000000	105.724655	0
3750.000000	105.609200	0
3820.000000	105.443756	0
3870.000000	105.323486	0
3950.000000	105.129486	0
4000.000000	105.008820	0
4060.000000	104.865646	0
4120.000000	104.723801	0
4180.000000	104.582489	0
4250.000000	104.418190	0
4310.000000	104.278404	0
4370.000000	104.140411	0
4440.000000	103.982811	0
4500.000000	103.851662	0
4550.000000	103.745834	0
4620.000000	103.604027	0
4680.000000	103.489449	0
4750.000000	103.365562	0
4820.000000	103.254906	0
4870.000000	103.186592	0
4940.000000	103.111824	0
5000.000000	103.072617	0
5080.000000	103.057549	0
5150.000000	103.070175	0
5220.000000	103.096031	0
5300.000000	103.133781	0
5380.000000	103.176414	0
5450.000000	103.216454	0
5520.000000	103.258469	0
5600.000000	103.308395	0
5700.000000	103.372917	0
5800.000000	103.438858	0
5900.000000	103.505241	0
6000.000000	103.571083	0
6080.000000	103.622719	0
6150.000000	103.666702	0
6220.000000	103.709229	0
6300.000000	103.755608	0
6400.000000	103.809509	0
6500.000000	103.857956	0
6600.000000	103.899788	0
6700.000000	103.933449	0
6800.000000	103.956184	0
6900.000000	103.963127	0
7000.000000	103.948326	0
7100.000000	103.910240	0
7200.000000	103.855034	0
7300.000000	103.790894	0
7400.000000	103.722977	0
7500.000000	103.653564	0
7620.000000	103.569374	0
7750.000000	103.477470	0
7880.000000	103.384972	0
8000.000000	103.299072	0
8120.000000	103.212692	0
8250.000000	103.118576	0
8380.000000	103.023918	0
8500.000000	102.936050	0
8620.000000	102.847733	0
8750.000000	102.751541	0
8850.000000	102.677200	0
9000.000000	102.565109	0
9120.000000	102.474953	0
9250.000000	102.376801	0
9380.000000	102.278152	0
9500.000000	102.186661	0
9620.000000	102.094765	0
9750.000000	101.994759	0
9880.000000	101.894287	0
10000.000000	101.801140	0
10150.000000	101.684158	0
10300.000000	101.566597	0
10440.000000	101.456352	0
10600.000000	101.329750	0
10750.000000	101.210487	0
10900.000000	101.090683	0
11060.000000	100.962303	0
11200.000000	100.849487	0
11380.000000	100.703789	0
11500.000000	100.606262	0
11720.000000	100.426651	0
11800.000000	100.361084	0
12060.000000	100.147102	0
12200.000000	100.031319	0
12410.000000	99.856941	0
12500.000000	99.781952	0
12650.000000	99.656654	0
12800.000000	99.530952	0
13150.000000	99.236153	0
13200.000000	99.193871	0
13400.000000	99.024368	0
13600.000000	98.854248	0
13800.000000	98.683548	0
14000.000000	98.512283	0
14300.000000	98.254410	0
14500.000000	98.081879	0
14750.000000	97.865562	0
15000.000000	97.648575	0
15250.000000	97.430962	0
15500.000000	97.212784	0
15750.000000	96.994095	0
16000.000000	96.774933	0
16250.000000	96.555367	0
16500.000000	96.335449	0
16750.000000	96.115273	0
17000.000000	95.895042	0
17250.000000	95.675385	0
17500.000000	95.458130	0
17750.000000	95.247620	0
18000.000000	95.050957	0
18250.000000	94.874138	0
18500.000000	94.717468	0
18750.000000	94.577370	0
19000.000000	94.450417	0
19250.000000	94.335350	0
19500.000000	94.234474	0
19750.000000	94.155212	0
20000.000000	94.108978	0
